word	Part.of.Speech	Freq.Norm
alayunt	noun	0.046
alaz	noun	0.15
alaza	noun	0.003
alazla	verb	0.022
albastı	noun	0.027
albatros	noun	0.669
albay	noun	20.319
albaylık	noun	0.016
albayrak	noun	20.328
albeni	noun	0.901
albenili	adj	0.016
albert	noun	8.663
alberto	noun	4.508
albino	noun	0.444
albinos	adj	0.003
albora	noun	0.019
albright	noun	2.713
alburak	noun	0.024
albüm	noun	338.38
albümin	noun	0.316
alcan	noun	0.237
alcatel	noun	4.304
alçacık	adj	0.03
alçak	adj	13.501
alçakça	adj	0.871
alçaklık	noun	0.057
alçal	verb	5.295
alçaltı	noun	0.019
alçaltıcı	noun	0.019
alçı	noun	4.177
alçık	noun	0.014
alçıla	verb	0.014
alçılı	adj	0.005
alçın	noun	0.087
alçıpan	noun	0.373
alçiçek	noun	0.041
alçin	noun	0.035
aldan	verb	7.575
aldangıç	noun	0.005
aldanış	noun	0.027
aldat	verb	42.78
aldatıcı	adj	0.784
aldatıcılık	noun	0.008
aldatma	noun	2.631
aldatmaca	noun	3.738
aldehit	noun	0.196
aldemir	noun	0.966
aldeniz	noun	0.022
aldır	verb	34.073
aldırış	noun	0.019
aldırışsız	adj	0.003
aldırmaz	adj	0.642
aldinç	noun	2.876
aldoğan	noun	0.492
alegori	noun	0.544
alegorik	adj	0.286
aleksi	noun	0.348
alelacayip	adj	0.019
alelacele	adv	3.562
alelade	adj	0.96
aleladelik	noun	0.008
alelhesap	adv	0.003
alelıtlak	adv	0.019
alelumum	adv	0.052
alelusul	adv	0.052
alem	noun	0.552
alemci	noun	0.052
alemdar	noun	4.024
alemdaroğlu	noun	7.159
alemşah	noun	0.019
alemşümul	adj	0.033
alenen	adv	6.976
alengir	noun	0.253
alengirli	adj	0.005
aleni	adj	2.998
aleniyet	noun	0.827
alerjen	noun	1.007
alerji	noun	12.228
alerjik	adj	6.718
alesta	adj	0.362
alet	noun	65.551
aletli	adj	0.014
alev	noun	34.065
alevi	adj	21.389
alevilik	noun	0.596
alevlen	verb	1.48
alevli	adj	0.016
aleyh	noun	76.595
aleyhtar	adj	5.793
aleyhtarlık	noun	0.199
aleykümselam	ınterj	0.087
alfa	noun	4.525
alfa	noun	5.689
alfabe	noun	12.391
alfabetik	adj	2.16
alfred	noun	5.042
alg	noun	0.609
algan	noun	6.552
algarina	noun	0.003
algı	noun	12.63
algıla	verb	112.399
algılayıcı	noun	0.541
algın	adj	7.289
algış	noun	0.005
algler	noun	0.645
algoritma	noun	3.654
algu	noun	0.003
algun	noun	0.054
algur	noun	0.084
algül	noun	0.446
algün	noun	0.302
alhan	noun	0.356
alıcı	noun	11.471
alıcılık	noun	0.008
alıç	noun	14.293
alık	adj	0.359
alıklık	noun	0.003
alıkonul	verb	2.998
alıkoy	verb	8.345
alım	noun	160.572
alımcı	noun	0.016
alımlı	adj	0.016
alın	verb	1158.316
alıncak	noun	0.25
alındı	noun	2.835
alıngan	adj	3.66
alınganlık	noun	0.071
alınlık	noun	0.057
alıntı	noun	19.849
alıntıla	verb	1.622
alış	verb	81.406
alışık	adj	18.594
alışılmamış	adj	0.016
alışılmış	adj	2.446
alışın	noun	0.101
alışkan	adj	67.159
alışkanlık	noun	0.389
alışkı	noun	0.264
alışkın	adj	5.836
alışkınlık	noun	0.011
alıştırma	noun	0.131
alışveriş	noun	136.294
ali	noun	517.955
aliağa	noun	8.448
alibeyköy	noun	4.269
alican	noun	2.563
alicenap	adj	0.25
alicenaplık	noun	0.022
alifatik	adj	0.063
alihan	noun	0.827
alika	noun	0.033
alil	adj	0.095
alim	noun	0.038
alimallah	ınterj	0.291
alimane	adv	0.005
alime	noun	0.144
alimlik	noun	0.005
alinazik	noun	0.063
alioğlu	noun	0.846
alipek	noun	0.003
alisa	noun	0.408
alise	noun	0.038
aliş	noun	4.087
alişah	noun	0.044
alişan	noun	3.096
aliterasyon	noun	0.046
alivre	noun	0.177
aliyar	noun	0.06
aliye	noun	29.965
aliyev	noun	16.698
aliyyülala	adj	0.019
alizarin	noun	0.022
alize	noun	0.397
alkaevli	noun	0.005
alkali	noun	1.698
alkalik	adj	0.101
alkaloit	noun	0.272
alkan	noun	14.309
alkaş	noun	0.46
alkılıç	noun	0.136
alkım	noun	1.105
alkın	noun	0.348
alkış	noun	45.874
alkışçı	noun	0.033
alkışla	verb	31.344
alkil	noun	0.084
alkin	noun	2.558
alkoç	noun	0.552
alkol	noun	86.698
alkolik	adj	3.812
alkolizm	noun	1.494
alkollü	adj	0.046
alkolsüz	adj	0.003
alkor	noun	1.148
alkun	noun	0.014
alla	verb	3.262
allah	noun	227.951
allahlık	adj	0.008
allahsız	adj	0.003
allahsızlık	noun	0.003
allahualem	ınterj	0.014
allahuteala	noun	0.003
allahverdi	noun	0.076
allak	adj	3.594
allame	adj	0.465
allamelik	noun	0.003
allegretto	adv	0.016
allegro	adv	0.435
allem	noun	0.275
allen	noun	10.133
allı	noun	0.073
allık	noun	0.207
alma	noun	1.246
almaç	noun	0.588
almamazlık	noun	0.068
alman	noun	223.674
almanak	noun	1.012
almanca	noun	39.191
almancı	noun	0.087
almanya	noun	311.294
almaş	noun	0.054
almaşık	adj	0.147
almaşıklık	noun	0.003
almatı	noun	1.964
almıla	noun	0.19
almila	noun	0.065
almula	noun	0.43
alnaç	noun	0.011
alnar	noun	0.373
alnıaçık	noun	0.215
alnıak	noun	0.087
alo	ınterj	8.144
alotropi	noun	0.011
alp	noun	17.133
alpagu	noun	0.022
alpağan	noun	0.019
alpak	noun	0.204
alpaka	noun	0.057
alpaka	noun	0.033
alpar	noun	0.789
alparslan	noun	7.85
alpartun	noun	0.005
alpaslan	noun	5.363
alpat	noun	0.114
alpata	noun	0.098
alpay	noun	18.524
alpaydın	noun	0.095
alpçetin	noun	0.016
alpdemir	noun	0.011
alpdoğan	noun	0.166
alper	noun	19.299
alperen	noun	0.876
alpergin	noun	0.008
alpermiş	noun	0.005
alpertunga	noun	0.071
alpgiray	noun	0.057
alphan	noun	1.815
alpinist	noun	0.033
alpinizm	noun	0.019
alpkan	noun	0.073
alpkartal	noun	0.005
alpkın	noun	0.011
alpkutlu	noun	0.005
alplık	noun	0.003
alpman	noun	1.744
alpnur	noun	0.022
alpoğan	noun	0.022
alpsoy	noun	0.294
alpsü	noun	0.024
alptekin	noun	7.131
alptuğ	noun	0.016
alptürk	noun	4.528
alpyürük	noun	0.041
alsan	noun	0.71
alsancak	noun	9.803
alsevin	noun	0.005
alsoy	noun	0.005
alsu	noun	0.019
alşimi	noun	0.101
alşimist	noun	0.073
alt	noun	1147.076
altaca	noun	0.133
altaç	noun	0.06
altan	noun	34.952
altaner	noun	0.03
altar	noun	0.503
altaş	noun	0.588
altav	noun	0.041
altay	noun	41.55
altayca	noun	0.054
altayist	noun	0.016
altayistik	noun	0.084
altaylı	noun	8.046
alten	noun	0.144
alternatif	noun	111.629
alternatifli	adj	0.005
alternatifsiz	adj	0.008
alternatifsizlik	noun	0.003
alternatör	noun	0.539
altes	noun	0.356
altı	adj	223.666
altıgen	adj	0.435
altık	noun	0.109
altıkardeş	noun	0.057
altıkulaç	noun	1.741
altılı	adj	0.169
altın	noun	212.75
altınay	noun	1.399
altınbaran	noun	0.008
altınbaş	noun	1.673
altınbaşak	noun	0.245
altınbay	noun	0.024
altınbike	noun	0.014
altınbilek	noun	0.615
altıncı	adj	20.273
altıncılık	noun	0.003
altınçiçek	noun	0.003
altındağ	noun	7.899
altındal	noun	0.754
altındiş	noun	0.245
altınel	noun	0.827
altıner	noun	1.156
altıngül	noun	0.117
altınhan	noun	0.011
altınımsı	adj	0.019
altınışık	noun	0.716
altınışın	noun	0.016
altıniz	noun	0.022
altınkaya	noun	1.483
altınkaynak	noun	0.405
altınkılıç	noun	0.378
altınkız	noun	0.024
altınok	noun	4.201
altınoluk	noun	1.165
altınorak	noun	0.125
altınordu	noun	4.446
altınöz	noun	0.653
altınsaç	noun	0.005
altınsaray	noun	0.082
altınsay	noun	1.554
altınsı	adj	0.005
altınsoy	noun	0.699
altıntaç	noun	0.054
altıntaş	noun	5.069
altıntop	noun	2.868
altıntuğ	noun	0.033
altıoklar	noun	2.832
altıparmak	noun	1.505
altıpatlar	noun	0.068
altışar	adj	1.325
altız	adj	0.044
altimetre	noun	0.103
altküme	noun	0.027
altla	verb	0.014
altlı	adj	0.016
altlık	noun	0.095
altmış	adj	5.752
altmışaltı	noun	0.035
altmışar	adj	0.008
altmışıncı	adj	0.112
altmışlık	adj	0.011
alto	noun	0.882
altop	noun	0.286
altuğ	noun	15.463
altun	noun	8.541
altuna	noun	0.403
altunay	noun	0.539
altunbaş	noun	0.607
altunç	noun	0.098
altuner	noun	0.517
altunhan	noun	0.136
altuni	noun	0.019
altunizade	noun	1.766
altuntaş	noun	2.288
altüst	adj	11.319
altyapı	noun	104.462
altyapısal	adj	0.109
altyazı	noun	7.42
alucra	noun	0.229
alümin	noun	0.033
alüminyum	adj	5.11
alüvyon	noun	0.835
alvaro	noun	5.491
alveol	noun	0.297
alyan	noun	0.101
alyans	noun	1.755
alyon	adj	0.073
alyuvar	noun	1.603
alzheimer	noun	7.338
am	noun	16.467
ama	conj	2883.072
amabile	adv	0.005
amaç	noun	728.887
amaçla	verb	88.885
amaçlı	adj	0.035
amade	adj	0.928
amal	noun	0.291
amalgam	noun	0.269
amalierbaa	noun	0.005
aman	ınterj	43.104
amanın	ınterj	0.854
amanname	noun	0.008
amansız	adj	5.447
amansızca	adv	0.234
amansızlık	noun	0.003
amanullah	noun	0.294
amasra	noun	1.524
amasya	noun	13.792
amasyalı	noun	0.171
amatör	adj	39.409
amatörce	adv	0.71
amatörlük	noun	0.152
amazon	noun	7.556
ambalaj	noun	20.616
ambalajcı	noun	0.008
ambalajla	verb	2.228
ambalajlı	adj	0.044
ambar	noun	9.703
ambarcı	noun	0.016
ambargo	noun	26.077
ambarla	verb	0.106
amber	noun	1.333
amberbaris	noun	0.003
ambiyans	noun	0.694
amblem	noun	8.549
amboli	noun	0.044
ambulans	noun	28.373
amca	noun	37.469
amcamlar	noun	0.234
amcanlar	noun	0.054
amcazade	noun	0.389
amel	noun	3.619
amele	noun	1.804
amelelik	noun	0.014
ameli	adj	0.642
ameliyat	noun	109.509
ameliyathane	noun	4.264
ameliyatlı	adj	0.011
ameliye	noun	0.62
amenajman	noun	0.389
amenna	ınterj	0.4
amentü	noun	0.22
america	noun	4.405
american	noun	12.979
amerika	noun	306.135
amerikalı	noun	139.292
amerikan	noun	281.784
amerikanca	adj	0.109
amerikancılık	noun	0.035
amerikanist	noun	0.011
amerikanizm	noun	0.658
amerikansı	noun	0.003
amerikanvari	adj	0.321
amerikyum	noun	0.033
ametal	noun	0.911
ametist	noun	0.601
amfi	noun	3.888
amfibi	noun	0.267
amfibol	noun	0.003
amfibyumlar	noun	0.008
amfiteatr	noun	0.095
amfizem	noun	0.702
amfora	noun	0.58
amigo	noun	3.23
amigoluk	noun	0.016
amil	noun	1.826
amilaz	noun	0.141
amile	noun	0.014
amin	noun	0.136
amine	noun	0.177
aminoasit	noun	1.573
amip	noun	0.645
amipler	noun	0.016
amir	noun	41.858
amiral	noun	7.251
amirallik	noun	0.003
amiran	noun	0.073
amirane	adv	0.011
amirce	adv	0.044
amire	noun	1.126
amiriita	noun	0.003
amirlik	noun	4.944
amit	noun	0.133
amitoz	noun	0.06
amiyane	adj	1.061
amma	conj	6.821
amman	noun	3.643
amme	noun	6.443
amnezi	noun	0.122
amniyon	noun	0.55
amokachi	noun	1.97
amonyak	noun	2.13
amonyum	noun	0.827
amor	noun	0.539
amorf	adj	0.441
amorti	noun	1.597
amortisman	noun	4.786
amortisör	noun	0.593
amper	noun	1.309
ampermetre	noun	0.291
ampersaat	noun	0.003
ampir	noun	0.139
ampirik	adj	1.099
ampirist	noun	0.038
ampirizm	noun	0.112
amplifikatör	noun	0.473
ampul	noun	7.357
ampütasyon	noun	0.09
amre	noun	0.063
amsterdam	noun	9.139
amudi	adj	0.024
amudufıkari	noun	0.003
amut	noun	0.487
amyant	noun	0.169
an	verb	128.664
an	noun	0.454
an	noun	989.935
ana	noun	275.67
anabacı	noun	0.016
anabolizma	noun	0.033
anaca	adv	0.005
anacık	noun	0.076
anacıl	adj	0.014
anaç	adj	1.067
anaçlık	noun	0.005
anadil	noun	13.637
anadol	noun	9.071
anadolu	noun	258.656
anadolubank	noun	0.577
anadolulu	noun	0.155
anaerkil	adj	0.348
anaerobik	adj	0.416
anafartalar	noun	1.932
anafilaksi	noun	0.054
anafor	noun	0.77
anafordan	adv	0.005
anaforla	verb	0.003
anagram	noun	0.073
anahanım	noun	0.008
anahtar	noun	67.978
anahtarcı	noun	0.098
anahtarlık	noun	0.103
anakara	noun	0.713
anakız	noun	0.054
anakonda	noun	0.327
anakronik	adj	0.283
anakronizm	noun	0.215
anal	adj	1.214
analı	adj	0.011
analık	noun	0.117
analıkızlı	noun	0.003
analist	noun	16.81
analitik	adj	7.534
analiz	noun	101.583
analizci	noun	0.332
analizör	noun	0.196
analjezi	noun	0.231
analjezik	adj	0.503
analog	adj	7.319
analoji	noun	0.389
analojik	adj	0.041
anam	ınterj	4.435
anamal	noun	0.049
anamalcı	noun	0.03
anamnezi	noun	0.071
anamur	noun	2.152
ananas	noun	1.532
ananasgiller	noun	0.003
anane	noun	1.151
ananevi	adj	0.182
anaokul	noun	8.212
anap	noun	98.454
anapara	noun	11.237
anar	noun	1.562
anargül	noun	0.06
anarşi	noun	4.819
anarşik	adj	1.116
anarşist	noun	2.879
anarşizm	noun	0.721
anasıl	adv	0.011
anasır	noun	0.141
anason	noun	1.273
anasonlu	adj	0.005
anatoli	noun	0.566
anatomi	noun	5.472
anatomik	adj	3.126
anatomist	noun	0.038
anavaşya	noun	0.003
anavatan	noun	18.524
anayasa	noun	349.462
anayasacı	noun	0.09
anayasacılık	noun	0.003
anayasal	adj	30.321
anayol	noun	2.909
anbean	adv	0.12
anber	noun	0.095
anca	adv	4.753
ancak	conj	1389.257
ancı	noun	0.158
ançüez	noun	0.044
andaç	noun	1.872
andak	noun	0.169
andante	adv	0.299
andantino	adv	0.003
andaval	adj	0.052
andavallı	adj	0.011
anday	noun	3.164
andelip	noun	0.011
andemik	adj	0.011
anderson	noun	7.395
andezit	noun	0.199
andıç	noun	0.835
andık	noun	0.765
andır	verb	19.462
andız	noun	0.073
andiç	noun	0.286
andre	noun	8.84
andreas	noun	5.591
andrew	noun	9.899
andrey	noun	1.197
andropoz	noun	1.031
anekdot	noun	2.677
anele	noun	0.014
anemi	noun	4.457
anemik	adj	0.171
anemometre	noun	0.022
anemon	noun	0.65
anestezi	noun	10.867
anestezist	noun	0.283
anesteziyoloji	noun	0.473
anevrizma	noun	0.868
angaje	adj	1.861
angajman	noun	1.695
angarya	noun	1.744
angaryacılık	noun	0.003
angeles	noun	20.526
angı	noun	0.109
angıl	noun	0.024
angın	adj	0.367
angıt	noun	0.035
anglikan	noun	0.732
anglikanizm	noun	0.022
anglofil	noun	0.003
anglosakson	noun	1.524
angola	noun	3.904
angolalı	noun	0.016
angora	adj	0.903
angström	noun	0.033
angut	noun	0.302
angutluk	noun	0.008
anhidrit	noun	0.367
anı	noun	84.053
anık	adj	0.174
anıkla	verb	0.008
anıl	noun	4.582
anımsa	verb	85.966
anır	verb	0.865
anırtı	noun	0.008
anıştır	verb	0.141
anıt	noun	26.705
anıtkabir	noun	8.878
anıtsal	adj	2.212
anıtsı	adj	0.003
anıttepe	noun	0.392
anız	noun	0.822
ani	adj	38.28
anibal	noun	0.435
anide	adv	0.003
aniden	adv	23.511
anif	adj	0.038
anilin	noun	0.038
animasyon	noun	15.963
animatör	noun	1.426
anime	noun	0.868
animizm	noun	0.079
anjin	noun	0.574
anjiyo	noun	2.381
anjiyografi	noun	0.808
anjiyoloji	noun	0.003
anka	noun	10.486
ankara	noun	798.688
ankaragücü	noun	46.598
ankaralı	noun	12.024
ankaraspor	noun	18.567
ankaray	noun	0.626
ankastre	adj	1.001
anket	noun	113.381
anketçi	noun	0.035
anketör	noun	0.83
ankiloz	noun	0.378
anla	verb	471.325
anlak	noun	0.038
anlam	noun	598.487
anlamamazlık	noun	0.003
anlamazlık	noun	0.098
anlambilim	noun	0.144
anlamdaş	adj	0.057
anlamlandır	verb	0.027
anlamlı	adj	0.052
anlamsal	adj	0.452
anlamsız	adj	0.008
anlamsızlık	noun	0.003
anlaş	verb	360.983
anlaşık	noun	0.003
anlaşılmaz	adj	0.041
anlaşma	noun	380.303
anlaşmalı	adj	0.065
anlaşmazlık	noun	5.561
anlat	verb	860.308
anlatı	noun	6.726
anlatıcı	noun	1.058
anlatıcılık	noun	0.016
anlatım	noun	39.684
anlatımbilim	noun	0.003
anlatımcı	noun	0.049
anlatımcılık	noun	0.003
anlatımlı	adj	0.003
anlatımsal	adj	0.049
anlatış	noun	0.063
anlayış	noun	214.366
anlayışlı	adj	0.022
anlı	noun	0.639
anlık	noun	8.144
anlıkçılık	noun	0.003
anmalık	noun	0.005
anna	noun	11.659
annak	noun	0.011
annan	noun	97.44
anne	noun	448.292
anneanne	noun	8.103
anneannemler	noun	0.128
anneannenler	noun	0.003
annelik	noun	0.332
annemler	noun	1.507
annenler	noun	0.19
anofel	noun	0.046
anomali	noun	3.423
anonim	adj	18.926
anons	noun	15.139
anorak	noun	0.15
anorganik	noun	0.416
anormal	adj	13.098
anormallik	noun	0.302
anot	noun	0.509
ansal	adj	0.223
ansambl	noun	0.022
ansefal	noun	0.003
ansefalit	noun	0.103
ansız	adj	0.599
ansızın	adv	4.683
ansiklopedi	noun	10.815
ansiklopedici	noun	0.024
ansiklopedicilik	noun	0.003
ansiklopedik	adj	0.982
ant	noun	7.104
antagonist	adv	0.065
antagonizm	noun	0.035
antagonizma	noun	0.052
antakya	noun	7.948
antalya	noun	153.28
antalyaspor	noun	18.102
antant	noun	0.256
antarktik	adj	0.174
antarktika	noun	1.393
anten	noun	13.245
antep	noun	13.063
antepli	noun	0.365
antet	noun	1.091
antetli	adj	0.28
anthony	noun	8.682
antialerjik	adj	0.095
antiasit	adj	0.141
antibiyotik	noun	14.451
antidemokratik	adj	5.025
antidot	noun	0.199
antiemperyalist	adj	0.566
antiemperyalizm	noun	0.141
antifriz	noun	0.324
antihijyenik	noun	0.005
antijen	noun	1.532
antik	adj	33.815
antika	noun	8.903
antikacı	noun	0.248
antikacılık	noun	0.003
antikalık	noun	0.019
antikapitalist	noun	0.15
antikapitalizm	noun	0.016
antikite	noun	0.169
antikomünist	adj	0.362
antikomünizm	noun	0.041
antikor	noun	4.019
antilop	adj	0.229
antiloplar	noun	0.071
antimon	noun	0.18
antinomi	noun	0.014
antioksidan	noun	7.18
antipati	noun	2.003
antipatik	adj	1.698
antipatiklik	noun	0.003
antipropaganda	noun	0.09
antisemit	adj	0.473
antisemitik	noun	0.144
antisemitist	adj	0.103
antisemitizm	noun	1.227
antisepsi	noun	0.033
antiseptik	adj	0.947
antisiklon	noun	0.016
antitez	noun	0.941
antitoksik	noun	0.019
antitoksin	noun	0.152
antlaş	verb	12.135
antlaşma	noun	18.771
antoloji	noun	26.441
antolojik	adj	0.03
antonia	noun	0.604
antonio	noun	19.345
antrakt	noun	0.4
antrasit	noun	0.112
antre	noun	0.928
antrenman	noun	81.465
antrenmanlı	adj	0.03
antrenmansız	adj	0.003
antrenör	noun	71.902
antrenörlük	noun	0.96
antrepo	noun	4.076
antrepocu	noun	0.014
antrikot	noun	0.046
antropolog	noun	2.043
antropoloji	noun	2.917
antropolojik	adj	0.767
antropomorfizm	noun	0.011
antroponim	noun	0.008
antrparantez	adv	0.019
anut	adj	0.057
anüri	noun	0.003
anüs	noun	0.971
anyon	noun	0.313
ao	noun	0.294
aoç	noun	0.65
aort	noun	1.328
aöf	noun	4.612
ap	noun	37.967
apa	noun	1.091
apaçık	adj	6.489
apaçıklık	noun	0.003
apak	adj	1.926
apalak	adj	0.161
apandis	noun	0.182
apandisit	noun	1.298
apansız	adv	0.824
apansızın	adv	0.022
apar	verb	11.585
aparey	noun	0.19
aparkat	noun	0.068
apartman	noun	33.687
apaş	noun	0.234
apatit	noun	0.019
apaydın	noun	2.149
apaydınlık	noun	0.03
apayrı	adj	4.089
apaz	noun	0.133
apazla	verb	0.003
apazlama	adv	0.158
apel	noun	0.988
aperitif	noun	0.128
apış	verb	0.468
apiko	adj	0.005
aplik	noun	0.574
aplikasyon	noun	0.473
aplike	noun	0.327
apo	noun	20.763
apokaliptik	adj	0.084
apokrif	noun	0.027
apolet	noun	1.325
aport	ınterj	0.011
aposteriori	adj	0.011
apostrof	noun	0.063
apraksi	noun	0.005
apre	noun	0.337
aprele	verb	0.024
apriori	adj	0.09
aps	noun	0.503
apse	noun	0.903
apsent	noun	0.008
apsis	noun	0.444
aptal	adj	19.756
aptalca	adv	1.276
aptalcasına	adv	0.003
aptallık	noun	0.076
apukurya	noun	0.011
ar	noun	29.864
ara	noun	2942.439
araba	noun	170.206
arabacı	noun	0.278
arabacılık	noun	0.003
arabalı	noun	0.011
araban	noun	1.366
arabaşı	noun	0.049
arabesk	noun	19.291
arabeskçi	noun	0.101
arabi	noun	1.673
arabist	noun	0.041
arabistan	noun	42.669
arabozan	adj	0.003
aracı	noun	13.836
aracılık	noun	104.016
araç	noun	541.039
araçlı	adj	0.03
aradığınız	noun	1.709
araf	noun	1.926
arafat	noun	47.577
aragonit	noun	0.005
arak	noun	1.018
araka	noun	0.297
arakçı	noun	0.005
arakiye	noun	0.016
arakla	verb	1.173
aral	noun	6.302
arala	verb	12.225
aralık	noun	417.441
aralıklı	adj	0.003
aralıksız	adj	0.585
aralıkta	adv	0.008
aramice	adj	0.161
aran	noun	1.649
aranje	noun	0.675
aranjman	noun	1.524
aranjör	noun	1.728
arantı	noun	0.005
arap	noun	136.353
arapça	noun	20.088
arapkir	noun	4.035
arapkirli	noun	0.141
araplık	noun	0.016
arapsaç	noun	1.412
aras	noun	12.685
arasat	noun	0.027
araslı	noun	1.091
arasta	noun	0.645
araştır	verb	629.415
araştırı	noun	0.365
araştırıcı	adj	0.016
araştırma	noun	1.665
araştırmacı	noun	35.779
araştırmacılık	noun	0.019
araştırman	noun	0.112
arat	noun	7.874
aratış	noun	0.005
arayıcı	noun	0.065
arayıcılık	noun	0.003
arayış	noun	0.253
arayüz	noun	7.374
araz	noun	0.517
arazbar	noun	0.008
arazi	noun	106.835
arazöz	noun	0.805
arbalet	noun	0.003
arbaş	noun	1.298
arbay	noun	0.283
arbede	noun	4.933
arbek	noun	0.003
arbitraj	noun	0.327
arboretum	noun	0.199
arca	noun	0.514
arcak	noun	0.843
arcan	noun	0.43
arçelik	noun	17.615
arçil	noun	0.122
arda	noun	21.149
ardahan	noun	13.95
ardak	noun	0.022
ardanuç	noun	0.49
ardıç	noun	3.341
ardıl	noun	0.288
ardınca	adv	0.661
ardından	adv	656.509
ardışık	adj	1.262
ardışıklık	noun	0.014
ardiye	noun	0.405
ardiyeci	noun	0.003
arduvaz	noun	0.024
arefe	noun	1.945
arel	noun	0.634
arena	noun	24.882
areometre	noun	0.011
arer	noun	0.016
argaç	noun	0.014
argana	noun	0.005
arge	noun	3.216
argın	noun	0.639
argıt	noun	0.016
argo	noun	5.583
argolu	adv	0.003
argon	noun	1.053
argonot	noun	0.109
argu	noun	0.049
arguç	noun	0.024
argun	noun	1.518
arguvan	noun	0.487
argüden	noun	0.941
argüder	noun	0.008
argüman	noun	12.119
argün	noun	0.098
arhan	noun	1.393
arı	noun	12.875
arıbal	noun	0.141
arıbaş	noun	0.082
arıboğa	noun	2.664
arıca	noun	8.059
arıcan	noun	0.882
arıcı	noun	0.767
arıcılık	noun	0.022
arıcıoğlu	noun	0.109
arıç	noun	0.433
arıel	noun	0.052
arıer	noun	0.052
arığ	noun	0.155
arıhan	noun	0.038
arık	noun	1.216
arıkal	noun	0.022
arıkan	noun	10.769
arıkboğa	noun	0.073
arıker	noun	0.008
arıkhan	noun	0.011
arıkol	noun	0.011
arıkovan	noun	0.008
arıksoy	noun	0.06
arıkut	noun	0.005
arıl	noun	0.044
arıla	verb	0.035
arılar	noun	0.773
arılık	noun	0.038
arıman	noun	2.087
arın	verb	33.388
arınç	noun	51.092
arınık	noun	0.054
arıpınar	noun	0.37
arısal	noun	0.022
arısan	noun	0.079
arısoy	noun	0.887
arısu	noun	0.027
arış	noun	0.076
arıt	verb	19.525
arıtan	noun	0.128
arıtaş	noun	0.06
arıtıcı	noun	0.052
arıtım	noun	1.57
arıtımev	noun	0.003
arıyüz	noun	0.005
arız	adj	0.188
arıza	noun	33.842
arızalan	verb	1.507
arızalı	adj	0.005
arızi	adj	0.909
ari	noun	3.741
arif	noun	39.387
arifane	adj	0.06
arife	noun	6.546
arik	noun	0.182
aristocu	noun	0.076
aristoculuk	noun	0.008
aristokrasi	noun	1.371
aristokrat	noun	1.448
aristokratik	adj	0.237
ariston	noun	0.525
aristotelesçi	noun	0.052
aritmetik	noun	3.352
aritmetiksel	adj	0.057
aritmi	noun	0.343
aritmik	adj	0.041
ariya	noun	0.035
ariyet	noun	0.076
ariyeten	adv	0.005
ariza	noun	0.528
arizona	noun	2.476
arjantin	noun	81.142
arjantinli	noun	0.911
ark	noun	3.494
arka	noun	367.475
arkaç	noun	0.011
arkadaş	noun	742.276
arkadaşça	adv	0.68
arkadaşlık	noun	23.726
arkaik	adj	1.415
arkaizm	noun	0.011
arkala	verb	0.133
arkalık	noun	0.122
arkalıklı	adj	0.003
arkan	noun	3.309
arkay	noun	0.141
arkeen	noun	0.016
arkeolog	noun	9.539
arkeoloji	noun	17.25
arkeolojik	adj	10.783
arketip	noun	0.335
arkın	noun	4.155
arkış	noun	0.057
arkoç	noun	0.065
arktik	adj	0.15
arkun	noun	0.258
arkut	noun	0.201
arlan	verb	0.087
arlanmaz	adj	0.046
arlı	adj	0.046
arma	noun	4.228
armada	noun	1.037
armador	noun	0.016
armağan	noun	35.687
armalı	adj	0.005
arman	noun	5.012
armanç	noun	0.011
armani	noun	2.895
armatör	noun	2.971
armatür	noun	1.02
armoni	noun	3.246
armonik	noun	0.177
armonika	noun	0.267
armoniler	noun	0.027
armonize	adj	0.054
armstrong	noun	5.202
armudi	adj	0.019
armudiye	noun	0.005
armut	noun	7.714
armuz	noun	0.024
arna	noun	0.283
arnavut	noun	18.545
arnavutça	noun	0.302
arnavutköy	noun	4.285
arnavutluk	noun	13.893
arnika	noun	0.112
arol	noun	0.044
aroma	noun	6.119
aromalı	adj	0.076
aromatik	adj	1.701
arp	noun	1.779
arpa	noun	8.53
arpacı	noun	0.495
arpacık	noun	0.735
arpaçay	noun	0.403
arpad	noun	0.155
arpağ	noun	0.019
arpak	noun	0.052
arpalama	noun	0.005
arpalık	noun	0.106
arpçı	noun	0.014
arpej	noun	0.044
arpınar	noun	0.011
arsa	noun	50.309
arsal	noun	0.359
arsan	noun	1.733
arsenal	noun	9.156
